time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],"Fuel Port Diameter [,]",Oxidizer Mass Flux [kg/m^3],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
t,Pc,Pt,mox,Mox,Vox,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
1.3,1994793.242,4701064.579,1.437140364,2.311923132,0.008057207,0.430083561,0.644245029,0.077031327,308.3717254,0.004089271,0.0377,73367.08919,1.677110226,1192.5406,3.341540396,4718.789971,7392.748537
1.31,1990442.974,4683393.747,1.433599118,2.326276918,0.008045145,0.429354181,0.64854223,0.077085178,307.182225,0.004079484,0.0377,73207.31823,1.67711084,1192.66772,3.338969093,4708.500903,7439.885227
1.32,1986120.412,4665872.202,1.430081541,2.340595193,0.008033113,0.42862886,0.652832126,0.077139033,306.0007878,0.004069749,0.0377,73048.52483,1.677111346,1192.794273,3.336412647,4698.277064,7486.918772
1.33,1981825.125,4648497.48,1.426587272,2.354878626,0.00802111,0.427907541,0.657114821,0.077192889,304.8273064,0.004060066,0.0377,72890.69081,1.677111735,1192.920251,3.333870837,4688.117416,7533.850981
1.34,1977556.91,4631268.222,1.423116165,2.369127016,0.008009137,0.427190204,0.66139029,0.077246749,303.6617201,0.004050433,0.0377,72733.80792,1.677112006,1193.045638,3.331343605,4678.021472,7580.681333
1.35,1973315.349,4614182.038,1.419667868,2.383341025,0.007997192,0.426476791,0.665658638,0.077300611,302.5039244,0.004040851,0.0377,72577.86138,1.677112159,1193.170427,3.328830732,4667.988248,7627.411619
1.36,1969100.25,4597237.625,1.41624224,2.397520449,0.007985277,0.425767283,0.669919839,0.077354476,301.3538606,0.00403132,0.0377,72422.846,1.677112199,1193.294604,3.326332166,4658.017305,7674.041305
1.37,1964911.208,4580432.664,1.412838936,2.411665944,0.00797339,0.425061624,0.674173996,0.077408344,300.2114266,0.004021838,0.0377,72268.74984,1.677112132,1193.418167,3.32384769,4648.107705,7720.572169
1.38,1960748.042,4563765.908,1.409457823,2.425777302,0.007961532,0.424359796,0.678421084,0.077462215,299.0765657,0.004012405,0.0377,72115.5702,1.677111969,1193.541102,3.321377253,4638.25905,7767.003663
1.39,1956610.358,4547235.103,1.406098563,2.439855173,0.007949702,0.423661743,0.682661205,0.077516088,297.9491784,0.00400302,0.0377,71963.2974,1.677111722,1193.663408,3.318920645,4628.470447,7813.337549
1.4,1952497.986,4530839.056,1.402761028,2.453899345,0.0079379,0.422967449,0.686894332,0.077569964,296.8292097,0.003993685,0.0377,71811.93071,1.677111406,1193.785075,3.316477816,4618.741533,7859.57327
1.41,1948410.544,4514575.578,1.399444887,2.467910465,0.007926126,0.422276858,0.691120566,0.077623842,295.7165626,0.003984397,0.0377,71661.46216,1.677111038,1193.906104,3.314048558,4609.07145,7905.712575
1.42,1944347.871,4498443.526,1.396150017,2.481888314,0.00791438,0.421589954,0.695339881,0.077677723,294.6111838,0.003975156,0.0377,71511.89243,1.677110634,1194.026487,3.311632826,4599.45987,7951.754895
1.43,1940309.598,4482440.773,1.392876094,2.495833535,0.007902661,0.420906685,0.699552377,0.077731607,293.5129786,0.003965962,0.0377,71363.21472,1.677110214,1194.146226,3.309230414,4589.905966,7997.701964
1.44,1936295.572,4466566.223,1.389623002,2.509745905,0.00789097,0.420227033,0.703758027,0.077785494,292.4218956,0.003956815,0.0377,71215.43059,1.677109797,1194.265315,3.306841279,4580.409435,8043.553205
1.45,1932305.433,4450817.81,1.386390423,2.523626063,0.007879306,0.419550948,0.70795693,0.077839383,291.3378421,0.003947714,0.0377,71068.53394,1.677109403,1194.383758,3.30446522,4570.969476,8089.310341
1.46,1928339.038,4435194.483,1.383178244,2.537473782,0.007867669,0.418878413,0.712149058,0.077893275,290.2607686,0.003938659,0.0377,70922.52669,1.677109052,1194.501552,3.302102197,4561.585808,8134.972782
1.47,1924396.037,4419694.234,1.379986157,2.551289695,0.007856059,0.418209377,0.71633451,0.07794717,289.1905844,0.00392965,0.0377,70777.40295,1.677108764,1194.6187,3.299752009,4552.257653,8180.542242
1.48,1920476.294,4404316.057,1.376814052,2.565073571,0.007844476,0.417543827,0.720513257,0.078001067,288.1272418,0.003920685,0.0377,70633.16431,1.677108557,1194.735199,3.29741462,4542.984739,8226.018119
1.49,1916579.46,4389057.996,1.373661628,2.578826041,0.007832919,0.416881711,0.724685398,0.078054967,287.0706526,0.003911765,0.0377,70489.80365,1.677108448,1194.851051,3.295089835,4533.766285,8271.402117
1.5,1912705.405,4373919.089,1.370528784,2.592546869,0.007821389,0.416223017,0.728850903,0.07810887,286.0207708,0.003902889,0.0377,70347.32131,1.677108452,1194.96625,3.292777619,4524.602021,8316.693626
1.51,1908853.79,4358897.435,1.367415224,2.606236681,0.007809885,0.415567695,0.733009869,0.078162775,284.9775102,0.003894056,0.0377,70205.70953,1.677108582,1195.080798,3.290477783,4515.491182,8361.894335
1.52,1905024.492,4343992.109,1.364320849,2.619895238,0.007798407,0.414915733,0.737162268,0.078216683,283.9408264,0.003885267,0.0377,70064.96802,1.677108852,1195.19469,3.288190294,4506.433506,8407.003627
1.53,1901217.18,4329201.262,1.361245372,2.63352316,0.007786955,0.414267081,0.741308195,0.078270594,282.9106351,0.003876522,0.0377,69925.08844,1.677109273,1195.307932,3.285914963,4497.428241,8452.023179
1.54,1897431.739,4314524.008,1.358188698,2.647120208,0.007775529,0.413621729,0.74544762,0.078324508,281.8868933,0.003867818,0.0377,69786.06953,1.677109854,1195.42052,3.283651761,4488.475139,8496.952365
1.55,1893667.867,4299958.547,1.355150539,2.660686996,0.007764129,0.412979627,0.74958064,0.078378424,280.8695176,0.003859158,0.0377,69647.89826,1.67711059,1195.532474,3.2814005,4479.573468,8541.792853
1.56,1889925.473,4285504.031,1.352130799,2.67422328,0.007752754,0.412340763,0.753707224,0.078432343,279.8584653,0.003850539,0.0377,69510.56622,1.677111469,1195.643811,3.279161145,4470.722976,8586.544005
1.57,1886204.263,4271158.704,1.349129195,2.687729672,0.007741404,0.411705089,0.757827466,0.078486264,278.8536545,0.003841961,0.0377,69374.05713,1.677112475,1195.754554,3.276933506,4461.922924,8631.20748
1.58,1882504.148,4256921.757,1.346145638,2.701205924,0.007730079,0.411072593,0.761941336,0.078540189,277.8550442,0.003833425,0.0377,69238.36213,1.677113594,1195.864716,3.274717554,4453.173063,8675.782631
1.59,1878824.835,4242791.48,1.34317985,2.714652644,0.007718779,0.410443228,0.766048928,0.078594116,276.8625549,0.00382493,0.0377,69103.46467,1.67711481,1195.974316,3.272513104,4444.472657,8720.271105
1.6,1875166.237,4228767.095,1.340231749,2.72806958,0.007707505,0.409816984,0.770150211,0.078648045,275.8761471,0.003816475,0.0377,68969.35572,1.677116106,1196.083363,3.270320133,4435.821452,8764.672248
1.61,1871528.063,4214846.937,1.337301064,2.741457337,0.007696254,0.409193815,0.774245278,0.078701978,274.8957434,0.00380806,0.0377,68836.0188,1.677117466,1196.191871,3.268138457,4427.218717,8808.987695
1.62,1867910.223,4201030.262,1.334387717,2.754815659,0.007685029,0.408573711,0.778334098,0.078755913,273.9213059,0.003799686,0.0377,68703.44503,1.677118876,1196.299845,3.265968057,4418.664202,8853.216783
1.63,1864312.43,4187315.446,1.331491445,2.768145148,0.007673828,0.407956627,0.782416762,0.078809851,272.9527592,0.00379135,0.0377,68571.61822,1.677120318,1196.407297,3.263808755,4410.157178,8897.361137
1.64,1860734.595,4173701.777,1.328612175,2.781445545,0.007662651,0.407342555,0.78649324,0.078863791,271.9900669,0.003783054,0.0377,68440.52987,1.677121779,1196.514228,3.261660532,4401.697401,8941.420084
1.65,1857176.431,4160187.67,1.32574965,2.794717447,0.007651498,0.40673145,0.790563623,0.078917734,271.0331554,0.003774797,0.0377,68310.1643,1.677123243,1196.620646,3.259523215,4393.284151,8985.39524
1.66,1853637.852,4146772.445,1.322903801,2.807960593,0.007640369,0.406123304,0.794627879,0.07897168,270.08199,0.003766578,0.0377,68180.51352,1.677124697,1196.726549,3.257396788,4384.91719,9029.285922
1.67,1850118.573,4133454.556,1.320074377,2.821175577,0.007629264,0.405518075,0.798686099,0.079025629,269.1364987,0.003758397,0.0377,68051.56246,1.677126126,1196.831942,3.255281082,4376.595806,9073.093735
1.68,1846618.51,4120233.35,1.317261314,2.834362135,0.007618183,0.404915754,0.80273825,0.07907958,268.196648,0.003750254,0.0377,67923.30375,1.67712752,1196.936822,3.253176085,4368.319771,9116.817989
1.69,1843137.38,4107107.321,1.314464367,2.847520857,0.007607125,0.4043163,0.806784424,0.079133534,267.2623678,0.003742149,0.0377,67795.72302,1.677128865,1197.041191,3.251081628,4360.088384,9160.460278
1.7,1839675.101,4094075.842,1.311683476,2.860651476,0.007596091,0.403719705,0.810824586,0.079187491,266.333626,0.003734081,0.0377,67668.81357,1.677130151,1197.145044,3.248997702,4351.901425,9204.019905
1.71,1836231.394,4081137.444,1.308918401,2.873754579,0.00758508,0.40312593,0.814858827,0.07924145,265.410354,0.00372605,0.0377,67542.56174,1.677131368,1197.24838,3.246924144,4343.758207,9247.498452
1.72,1832806.18,4068291.527,1.306169085,2.886829897,0.007574093,0.402534966,0.818887114,0.079295412,264.4925207,0.003718056,0.0377,67416.96151,1.677132505,1197.351194,3.244860945,4335.658519,9290.895214
1.73,1829399.183,4055536.656,1.303435294,2.899878012,0.007563128,0.401946775,0.822909536,0.079349377,263.5800594,0.003710098,0.0377,67291.99996,1.677133556,1197.453484,3.242807944,4327.601689,9334.211765
1.74,1826010.326,4042872.257,1.300716974,2.912898654,0.007552186,0.401361349,0.826926058,0.079403345,262.6729399,0.003702177,0.0377,67167.67173,1.677134511,1197.555241,3.240765137,4319.587515,9377.44739
1.75,1822639.339,4030296.929,1.298013897,2.925892403,0.007541267,0.40077865,0.830936772,0.079457315,261.771097,0.003694291,0.0377,67043.96458,1.677135363,1197.656466,3.238732364,4311.61534,9420.603655
1.76,1819286.147,4017810.124,1.295326011,2.938858983,0.007530371,0.400198672,0.83494164,0.079511288,260.8745017,0.003686441,0.0377,66920.8738,1.677136106,1197.757147,3.236709622,4303.684973,9463.679836
1.77,1815950.485,4005410.471,1.292653092,2.951798972,0.007519497,0.399621376,0.838940754,0.079565263,259.9830899,0.003678626,0.0377,66798.38778,1.677136734,1197.857285,3.234696754,4295.795772,9506.677491
1.78,1812632.281,3993097.447,1.289995093,2.964712094,0.007508645,0.399046757,0.842934077,0.079619241,259.0968339,0.003670846,0.0377,66676.50239,1.677137242,1197.956868,3.23269376,4287.947558,9549.595888
1.79,1809331.275,3980869.713,1.287351793,2.977598923,0.007497816,0.398474777,0.846921698,0.079673222,258.2156709,0.003663101,0.0377,66555.20661,1.677137625,1198.055897,3.230700484,4280.139703,9592.436576
1.8,1806047.4,3968726.766,1.284723146,2.990459179,0.007487009,0.397905431,0.850903581,0.079727206,257.3395739,0.00365539,0.0377,66434.4968,1.677137878,1198.154361,3.228716927,4272.37204,9635.198816
1.81,1802780.4,3956667.301,1.282108937,3.003293434,0.007476224,0.397338683,0.854879815,0.079781192,256.4684814,0.003647714,0.0377,66314.36245,1.677137998,1198.25226,3.226742936,4264.643954,9677.884148
1.82,1799530.213,3944690.836,1.279509124,3.016101406,0.007465461,0.396774526,0.858850364,0.079835181,255.6023675,0.003640071,0.0377,66194.80035,1.677137981,1198.349585,3.224778513,4256.955294,9720.491827
1.83,1796296.588,3932796.093,1.276923492,3.028883664,0.00745472,0.396212925,0.862815314,0.079889173,254.7411718,0.003632462,0.0377,66075.80167,1.677137828,1198.446336,3.222823507,4249.305467,9763.023383
1.84,1793079.469,3920982.613,1.274352002,3.041639923,0.007444,0.395653876,0.866774631,0.079943168,253.884869,0.003624887,0.0377,65957.36801,1.677137549,1198.542506,3.220877922,4241.69437,9805.478065
1.85,1789878.614,3909249.147,1.271794444,3.05437075,0.007433302,0.395097341,0.8707284,0.079997165,253.0333998,0.003617345,0.0377,65839.49439,1.677137155,1198.6381,3.218941606,4234.121456,9847.857397
1.86,1786693.973,3897595.255,1.269250778,3.067075858,0.007422625,0.394543318,0.874676586,0.080051165,252.1867396,0.003609836,0.0377,65722.18279,1.677136656,1198.733114,3.217014563,4226.586641,9890.160621
1.87,1783525.313,3886019.717,1.266720796,3.079755811,0.00741197,0.393991769,0.878619275,0.080105167,251.3448298,0.003602359,0.0377,65605.42808,1.677136063,1198.827556,3.215096643,4219.089396,9932.389255
1.88,1780372.592,3874522.11,1.264204461,3.092410319,0.007401336,0.393442691,0.882556429,0.080159173,250.5076464,0.003594915,0.0377,65489.23207,1.677135385,1198.921428,3.21318785,4211.629649,9974.542534
1.89,1777235.583,3863101.242,1.261701567,3.105039945,0.007390723,0.392896047,0.886488137,0.08021318,249.6751319,0.003587503,0.0377,65373.58948,1.677134631,1199.01474,3.211288034,4204.206885,10016.62197
1.9,1774114.252,3851756.71,1.259212078,3.117644395,0.007380131,0.392351835,0.890414358,0.080267191,248.8472629,0.003580124,0.0377,65258.50194,1.677133809,1199.107499,3.209397199,4196.821046,10058.62679
1.91,1771008.379,3840487.346,1.25673579,3.13022423,0.007369559,0.391810018,0.894335181,0.080321204,248.0239826,0.003572776,0.0377,65143.96401,1.677132927,1199.199717,3.207515198,4189.47163,10100.55851
1.92,1767917.934,3829292.766,1.254272668,3.142779155,0.007359009,0.391270594,0.898250567,0.080375221,247.2052684,0.003565459,0.0377,65029.97712,1.677131992,1199.291402,3.205642034,4182.158588,10142.41635
1.93,1764842.705,3818171.827,1.251822513,3.155309727,0.007348479,0.390733526,0.902160601,0.080429239,246.3910645,0.003558174,0.0377,64916.53568,1.677131011,1199.382572,3.203777559,4174.881432,10184.2018
1.94,1761782.667,3807124.162,1.24938529,3.167815648,0.00733797,0.390198813,0.906065245,0.080483261,245.5813487,0.003550919,0.0377,64803.64092,1.677129989,1199.473235,3.20192178,4167.640119,10225.9141
1.95,1758737.611,3796148.653,1.246960802,3.180297475,0.007327481,0.389666417,0.909964585,0.080537285,244.7760662,0.003543696,0.0377,64691.28713,1.677128933,1199.56341,3.20007455,4160.434173,10267.55472
1.96,1755707.518,3785244.948,1.244549017,3.192754907,0.007317013,0.389136338,0.913858581,0.080591312,243.9751956,0.003536502,0.0377,64579.47532,1.677127848,1199.653109,3.198235873,4153.26356,10309.1229
1.97,1752692.185,3774411.954,1.242149739,3.205188497,0.007306564,0.38860854,0.917747319,0.080645341,243.1786829,0.00352934,0.0377,64468.19949,1.677126739,1199.742353,3.196405607,4146.127809,10350.62011
1.98,1749691.595,3763649.335,1.23976294,3.217597943,0.007296136,0.38808302,0.92163076,0.080699374,242.3865073,0.003522207,0.0377,64357.46041,1.677125608,1199.831153,3.194583755,4139.026893,10392.04557
1.99,1746705.548,3752956.021,1.237388426,3.229983796,0.007285728,0.387559745,0.925508987,0.080753409,241.598616,0.003515104,0.0377,64247.25206,1.677124461,1199.91953,3.192770176,4131.960349,10433.40076
2,1743734.031,3742331.691,1.23502617,3.242345752,0.00727534,0.387038712,0.929381962,0.080807446,240.8149887,0.003508031,0.0377,64137.57528,1.677123301,1200.007497,3.190964877,4124.928153,10474.68489
2.01,1740776.845,3731775.297,1.232675983,3.25468436,0.007264971,0.386519887,0.933249769,0.080861487,240.0355737,0.003500987,0.0377,64028.42414,1.677122132,1200.095073,3.189167716,4117.92985,10515.89944
2.02,1737833.979,3721286.533,1.230337839,3.266999312,0.007254622,0.386003269,0.937112367,0.08091553,239.2603514,0.003493973,0.0377,63919.79951,1.677120959,1200.182271,3.187378701,4110.965418,10557.0436
2.03,1734905.238,3710864.373,1.228011552,3.279291156,0.007244293,0.385488824,0.940969841,0.080969575,238.4892711,0.003486987,0.0377,63811.69558,1.677119786,1200.26911,3.185597694,4104.034408,10598.11886
2.04,1731990.61,3700508.525,1.225697099,3.291559583,0.007233984,0.38497655,0.944822151,0.081023624,237.7223138,0.00348003,0.0377,63704.11329,1.677118616,1200.355602,3.183824703,4097.136803,10639.1244
2.05,1729089.902,3690217.983,1.223394297,3.303805136,0.007223693,0.384466416,0.948669379,0.081077675,236.9594298,0.003473102,0.0377,63597.04691,1.677117455,1200.441763,3.182059592,4090.272157,10680.0617
2.06,1726203.104,3679992.47,1.221103126,3.316027507,0.007213422,0.383958419,0.952511486,0.081131729,236.2006011,0.003466202,0.0377,63490.49747,1.677116306,1200.527606,3.180302371,4083.440456,10720.92995
2.07,1723330.026,3669830.999,1.218823404,3.328227237,0.00720317,0.383452528,0.956348555,0.081185786,235.4457786,0.00345933,0.0377,63384.45935,1.677115174,1200.613147,3.178552905,4076.641259,10761.73062
2.08,1720470.656,3659733.308,1.216555113,3.340404014,0.007192938,0.382948741,0.960180544,0.081239845,234.6949451,0.003452486,0.0377,63278.93362,1.677114064,1200.698394,3.176811206,4069.874554,10802.46289
2.09,1717624.807,3649698.428,1.214298077,3.352558377,0.007182724,0.382447027,0.964007537,0.081293907,233.9480526,0.00344567,0.0377,63173.91475,1.67711298,1200.783365,3.175077139,4063.139904,10843.12822
2.1,1714792.469,3639726.11,1.212052279,3.364690013,0.007172529,0.381947386,0.967829491,0.081347972,233.2050843,0.003438882,0.0377,63069.40389,1.677111927,1200.868066,3.17335072,4056.437298,10883.72579
2.11,1711973.453,3629815.404,1.209817545,3.376799459,0.007162353,0.381449785,0.971646491,0.081402039,232.4659933,0.00343212,0.0377,62965.39557,1.677110909,1200.952513,3.171631815,4049.766303,10924.25707
2.12,1709167.752,3619966.074,1.207593861,3.3888864,0.007152196,0.380954225,0.975458494,0.081456109,231.7307634,0.003425386,0.0377,62861.89096,1.677109932,1201.036712,3.16992044,4043.126908,10964.72122
2.13,1706375.179,3610177.189,1.205381055,3.400951372,0.007142058,0.380460676,0.979265582,0.081510182,230.9993487,0.003418679,0.0377,62758.88467,1.677109,1201.120675,3.168216464,4036.518685,11005.11971
2.14,1703595.725,3600448.523,1.203179116,3.412994058,0.007131938,0.379969136,0.983067714,0.081564257,230.2717336,0.003411999,0.0377,62656.37789,1.677108119,1201.204409,3.166519905,4029.941625,11045.4517
2.15,1700829.205,3590779.163,1.200987875,3.42501499,0.007121836,0.379479577,0.986864972,0.081618336,229.547873,0.003405345,0.0377,62554.36527,1.677107292,1201.287924,3.164830633,4023.3953,11085.71864
2.16,1698075.61,3581168.896,1.198807323,3.437013851,0.007111753,0.378991998,0.990657312,0.081672417,228.827752,0.003398717,0.0377,62452.84782,1.677106526,1201.371224,3.163148667,4016.8797,11125.91971
2.17,1695334.75,3571616.826,1.196637295,3.448991171,0.007101688,0.37850637,0.994444818,0.0817265,228.1113268,0.003392116,0.0377,62351.81838,1.677105818,1201.454313,3.16147388,4010.394371,11166.05634
2.18,1692606.608,3562122.75,1.194477788,3.460946632,0.007091641,0.378022694,0.998227446,0.081780586,227.3985836,0.003385541,0.0377,62251.27544,1.677105168,1201.537184,3.159806297,4003.939269,11206.1277
2.19,1689890.991,3552685.788,1.192328641,3.472880762,0.007081613,0.377540943,1.002005278,0.081834676,226.6894796,0.003378991,0.0377,62151.21097,1.677104571,1201.619836,3.158145794,3997.513932,11246.13522
2.2,1687187.884,3543305.75,1.190189851,3.484793239,0.007071602,0.377061116,1.005778271,0.081888767,225.9840016,0.003372468,0.0377,62051.62344,1.677104027,1201.702259,3.156492397,3991.118312,11286.07808
